EmployeeId,Age,Attrition,DailyRate,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,experience_level,Income_JobLevel,YearsAtCompany_JobSatisfaction,Age_WorkLifeBalance,Kelompok_Usia
367,-0.3201625558062908,0.0,-0.4573589457786372,-0.7641208792270812,1,1,1,45,3,2,4,0.2662503494952699,22266,0,17,3,3,80,0,-0.5502079870438897,1,2,-0.16461310905422863,2,0,4,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.4449718219868305,-0.1209065596721008,0.25389954670220366,-0.9311610827965282,Paruh Baya
368,-0.7581699611438873,0.0,0.0657316248540461,-1.0109093429124179,1,1,3,88,2,3,3,0.4188100214398335,20925,1,22,4,3,80,0,0.09261965637887129,2,3,0.651787937874638,8,5,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.16637057671549751,0.2982229304506405,0.7199221608628799,-0.3253725207840614,Paruh Baya
369,-0.5391662584750891,0.0,-1.6919518565609895,-0.3939381836990763,5,1,3,43,3,1,3,-0.7362239293827958,12430,3,20,4,1,80,0,-0.42164245835933756,2,3,-0.32789331844000197,4,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.6117015670874655,-0.6484768179759429,-0.21212306745847248,-0.16015745841702506,Paruh Baya
370,-0.10115885313749257,0.0,1.4713825895399772,-0.5173324155417446,2,1,4,62,3,2,2,-0.12513532699760785,9945,8,16,3,4,80,0,0.6068817711170802,3,4,0.9783483566461847,11,3,7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0.05521741331507424,-0.27671615014759815,0.35746012762679835,1.161563040519266,Paruh Baya
371,0.5558522548689022,0.0,0.8416906229963679,-0.14714972001373974,3,1,4,81,3,1,3,-0.5386187832707566,13624,4,13,3,4,80,0,-0.42164245835933756,3,3,-1.1442943653688686,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-0.6117015670874655,-0.60914377803506,-0.9888274243929327,0.6659178534181569,Senior
372,1.103361511540898,0.0,0.8912726676061008,-1.0109093429124179,1,1,3,98,3,3,2,1.1588731654271804,17231,0,18,3,1,80,2,0.34975071374797573,3,1,0.9783483566461847,8,5,12,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.3331003218161324,0.7401486663025602,0.35746012762679835,-1.5094138010811555,Senior
373,0.33684855220010396,0.0,0.9458129166768071,-0.8875151110697495,4,1,2,62,3,2,2,-0.4623389472984748,25440,5,12,3,4,80,3,-0.8073390444129942,2,3,-1.1442943653688686,0,0,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,-0.5561249853872537,-0.41095600904261137,-0.9888274243929327,0.5007027910511205,Senior
374,-0.10115885313749257,0.0,0.7499638404683617,1.827157989468953,4,1,2,47,3,2,2,-0.17613020341361796,6927,7,15,3,3,80,1,-0.03594587230568093,3,3,0.32522751910309133,8,0,8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.22266549518598394,-0.2970170739880539,-0.05678219607158042,0.17027266631704774,Paruh Baya
375,-1.7436866231534796,0.0,-1.020115152099107,0.7166099028849382,2,1,3,96,3,1,4,-1.119960374413272,19281,1,14,3,4,80,0,-1.4501666878357553,6,3,-1.1442943653688686,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.834007893888312,-0.7248590439256574,-0.9888274243929327,-1.0688403014357253,Muda
376,-0.10115885313749257,0.0,-1.2432343528429055,0.7166099028849382,4,1,4,88,1,2,4,-0.2330744820781626,10436,1,24,4,1,80,1,0.4783162424325279,4,2,1.3049087754177313,12,11,11,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.0003591683851373997,-0.3196864389432294,2.1179900033449086,-0.8210177078851706,Paruh Baya
377,-0.3201625558062908,0.0,-1.4837072692001108,0.59321567104227,3,1,3,31,3,1,3,-0.8337516305284152,2912,1,18,3,4,80,2,-0.42164245835933756,3,3,0.16194730971731802,2,0,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.6117015670874655,-0.6678895763983786,0.25389954670220366,0.005057603950011342,Paruh Baya
378,0.5558522548689022,0.0,-0.608584181838323,1.0867925984129432,4,1,4,35,3,2,1,-0.2322245674712291,11189,6,17,3,3,80,1,-0.2930769296747854,3,2,-0.4911735278257753,3,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,-0.33381865858640725,-0.3193480902125551,-0.7817062625437433,-0.4905875831510978,Senior
379,-0.3201625558062908,0.0,-0.3408411409457646,-0.3939381836990763,4,1,1,41,3,2,3,-0.35992423716298777,12482,1,14,3,3,80,0,0.6068817711170802,3,3,1.4681889848035046,13,2,10,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.05521741331507424,-0.3701849869963629,1.4966265177973401,0.005057603950011342,Paruh Baya
380,2.526885578888087,0.0,-1.0721762989393266,-1.0109093429124179,4,1,3,92,1,3,4,0.9306710934655351,20467,3,20,4,3,80,1,0.9925783571707368,2,4,-0.9810141559830953,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7499246845677198,0.6038787150235014,-0.7817062625437433,3.8050040383918486,Veteran
381,0.22734670086570485,0.0,1.4391542605436507,-0.8875151110697495,3,1,4,42,2,2,4,-0.27599516972830446,7790,8,11,3,3,80,2,0.2211851850634235,2,3,-0.32789331844000197,4,0,4,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,-0.11151233178556068,-0.33677304984227957,0.046778384853014277,0.4180952598676023,Paruh Baya
382,0.8843578088720997,0.0,-0.6284169996822161,-0.14714972001373974,4,1,4,75,3,2,4,-0.5962004978905013,9278,9,14,3,1,80,2,0.09261965637887129,3,3,0.48850772848886465,9,9,8,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,-0.16708891348577232,-0.46424593412380755,1.0823841940989611,0.9137404469687115,Senior
383,-1.1961773664814839,0.0,-0.04086977105687988,-0.270543951856408,3,1,4,76,3,1,4,-0.8356639383940155,11925,1,20,4,3,80,0,-0.5502079870438897,5,3,-0.0013328996684553085,7,5,7,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-0.6394898579375713,-0.6682702187203872,0.46102070855139304,-0.6558026455181342,Muda
384,2.08887817355049,0.0,1.5879003943728498,0.2230329755142651,5,1,4,89,2,2,1,-0.23859892702323035,20328,4,16,3,3,80,1,-0.678773515728442,3,3,-1.1442943653688686,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.5005484036870421,-0.3218857056926121,-0.9888274243929327,1.8224232899874115,Veteran
385,-0.6486681098094882,1.0,-1.2283597394599857,2.4441291486822943,2,1,3,71,2,1,2,-0.6425208439683772,11652,0,11,3,2,80,0,-0.678773515728442,2,4,-0.32789331844000197,4,1,4,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-0.6672781487876771,-0.6298253441975242,-0.4710245197699592,0.6108461659624781,Paruh Baya
386,0.11784484953130571,0.0,0.5764266843342962,-0.7641208792270812,4,1,2,42,3,2,4,0.07608195619389878,4981,8,12,3,3,80,0,0.9925783571707368,1,3,-0.9810141559830953,0,0,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.22194715841570917,-0.1966120881604668,-0.7817062625437433,0.3354877286840841,Paruh Baya
387,-0.2106607044718917,0.0,-0.1301174513543993,2.320734916839626,3,1,2,46,4,2,3,-0.6578193068931802,25348,1,17,3,4,80,2,-0.16451140099023315,3,2,0.48850772848886465,9,6,8,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-0.27824207688619557,-0.48877621709769153,0.5645812894759877,-0.8760893953408494,Paruh Baya
388,-0.6486681098094882,0.0,1.3003245356363982,-0.7641208792270812,4,1,2,73,3,3,3,1.5239114891051195,13523,9,12,3,1,80,1,-0.2930769296747854,3,3,-0.8177339465973219,2,2,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-0.08372404093545485,0.9581298360394531,-0.6781456816191486,-0.24276498960054324,Paruh Baya
389,-1.1961773664814839,0.0,0.46734618619288354,-0.3939381836990763,3,1,3,71,3,1,4,-0.8167533383897452,17759,1,13,3,3,80,1,-1.0644701017820986,2,3,-0.6544537372115486,2,0,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,-0.7506430213379945,-0.664506089091636,-0.3674639388453645,-0.6558026455181342,Muda
390,0.11784484953130571,0.0,-0.19705321157753888,-0.8875151110697495,4,1,2,77,1,2,4,-0.23328696072989596,4244,2,20,4,1,80,2,1.121143885855289,4,2,-0.4911735278257753,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,0.2775237401159208,-0.3197710261258979,-0.1603427769961751,-0.710874332973813,Paruh Baya
391,-0.7581699611438873,0.0,0.8317742140744212,-0.3939381836990763,3,1,1,48,2,2,4,-0.3985953517784621,23631,0,12,3,1,80,1,-0.16451140099023315,6,3,0.32522751910309133,2,6,7,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,-0.27824207688619557,-0.3855798542420418,0.8752630322497719,-0.3253725207840614,Paruh Baya
392,0.4463504035345031,0.0,-0.016078748752013372,-0.6407266473844129,1,1,3,81,3,3,3,0.8380304013097833,26458,0,13,3,4,80,1,1.5068404719089457,3,4,2.4478702411181446,14,13,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1.0833841747689894,0.5485586975582597,2.4286717461186926,1.712279915076054,Senior
393,-0.3201625558062908,0.0,0.3483492791295243,-0.02375548817107146,3,1,4,86,3,3,4,0.42433446638490124,5494,0,11,3,4,80,1,-0.16451140099023315,0,2,0.32522751910309133,7,1,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.0003591683851373997,0.30152183057471454,0.8752630322497719,-0.9311610827965282,Paruh Baya
394,-0.2106607044718917,0.0,-0.16730398481169909,-0.3939381836990763,1,1,3,66,3,1,3,-0.636783920371576,6020,0,14,3,4,80,0,-0.9359045730975464,3,3,-0.6544537372115486,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.7228547304878887,-0.6286834172314986,-0.5228048102322566,0.08766513513352954,Paruh Baya
395,-1.0866755151470848,0.0,1.0846426415840595,-0.8875151110697495,4,1,4,33,3,1,1,-0.8843215496409585,19715,1,13,3,4,80,1,-1.3216011591512031,6,3,-0.9810141559830953,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.8062196030382062,-0.6779554511359379,-0.9370471339306353,-0.573195114334616,Muda
396,0.22734670086570485,0.0,-0.19953231380802552,1.827157989468953,1,1,2,60,2,4,4,1.17459658565545,8828,0,11,3,1,80,1,1.2497094145398413,2,2,2.1213098223465976,9,9,6,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.5002085375205767,1.2583720409215258,3.153595812590855,-0.6558026455181342,Paruh Baya
397,2.08887817355049,0.0,0.8912726676061008,1.827157989468953,2,1,1,97,3,1,4,-0.8320518013145481,10261,1,16,3,4,80,0,-0.8073390444129942,3,3,-0.4911735278257753,2,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,-0.6950664396377829,-0.6675512276677044,-0.1603427769961751,1.8224232899874115,Veteran
398,-0.5391662584750891,0.0,1.4143632382387843,-0.5173324155417446,4,1,4,56,2,2,4,0.674846796778551,10138,8,24,4,2,80,0,-0.42164245835933756,1,3,-0.9810141559830953,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,-0.38939524028661887,0.04175459259955037,-0.7817062625437433,-0.16015745841702506,Paruh Baya
399,-0.6486681098094882,0.0,-0.2763844829531117,-0.5173324155417446,4,1,3,86,3,1,4,-0.3573744933421873,10077,0,12,3,3,80,1,-0.678773515728442,4,3,-0.32789331844000197,2,0,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,-0.6672781487876771,-0.5730673446269169,0.046778384853014277,-0.24276498960054324,Paruh Baya
400,0.22734670086570485,0.0,-0.8912018361138011,-0.14714972001373974,1,1,3,48,3,1,3,-0.5838767360899656,17872,1,11,3,1,80,1,-0.42164245835933756,3,3,0.16194730971731802,3,0,7,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.6117015670874655,-0.6181523129892622,0.25389954670220366,0.4180952598676023,Paruh Baya
401,-0.8676718124782865,0.0,1.1143918683498995,1.7037637576262845,2,1,3,81,4,1,3,-0.8080417136686767,23779,1,24,4,3,80,1,-0.16451140099023315,3,3,0.48850772848886465,7,0,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,-0.5561249853872537,-0.6627720518469304,0.5645812894759877,-0.40798005196757964,Paruh Baya
402,-0.42966440714069,0.0,-0.06813989559223305,-0.6407266473844129,3,1,4,90,3,2,2,-0.7326117923033284,6194,5,15,3,4,80,2,-0.03594587230568093,2,2,0.32522751910309133,8,1,7,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,-0.22266549518598394,-0.5185509053970265,-0.05678219607158042,-0.986232770252207,Paruh Baya
403,-0.8676718124782865,1.0,-1.6894727543305028,2.197340684996958,3,1,2,35,3,3,4,0.24139034724246491,24525,1,22,4,4,80,3,-0.16451140099023315,3,2,0.48850772848886465,4,1,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.0003591683851373997,0.1922774841582624,1.0823841940989611,-1.2065195200749221,Paruh Baya
404,0.7748559575377005,1.0,0.3285164612856311,-0.7641208792270812,3,1,1,89,3,1,1,-0.8798594979545576,14669,4,12,3,3,80,0,-0.16451140099023315,4,4,-0.6544537372115486,2,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-0.5561249853872537,-0.677067285717918,-0.8334865530060407,2.0427100398101268,Senior
405,-1.1961773664814839,0.0,0.09548085161988591,-0.3939381836990763,3,1,3,46,2,1,2,-0.8785846260441574,23300,1,19,3,3,80,0,-0.8073390444129942,3,2,-0.32789331844000197,4,4,3,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.6950664396377829,-0.6768135241699123,-0.4710245197699592,-1.3717345824419584,Muda
406,1.2128633628752972,0.0,-1.5853504606500635,-0.8875151110697495,5,1,2,37,3,2,4,-0.5209830551768864,19658,2,14,3,1,80,1,0.34975071374797573,2,3,0.32522751910309133,7,6,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.05593575008534904,-0.4343020714591354,0.8752630322497719,1.161563040519266,Senior
407,0.11784484953130571,0.0,-1.0870509123222465,-0.7641208792270812,5,1,4,32,3,2,3,-0.4644637338158085,2302,3,20,4,2,80,0,0.9925783571707368,2,3,-0.6544537372115486,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,0.22194715841570917,-0.41180188086929703,-0.5228048102322566,0.3354877286840841,Paruh Baya
408,-0.10115885313749257,0.0,-1.1589448770063595,0.9633983665702748,2,1,3,33,2,2,2,-0.21161413825309167,16822,2,16,3,3,80,2,0.09261965637887129,1,1,-0.4911735278257753,2,1,3,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,-0.16708891348577232,-0.31114313349370426,-0.5745851006945539,-1.812308082087389,Paruh Baya
409,-1.5246829204846812,1.0,1.0920799482755195,-0.3939381836990763,3,1,3,63,4,1,1,-1.0415557519236565,3445,1,21,4,3,80,2,-1.3216011591512031,2,3,-1.1442943653688686,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,-0.8062196030382062,-0.7092527087233071,-0.9888274243929327,-0.9036252390686887,Muda
410,-0.8676718124782865,0.0,1.4267587493912175,0.4698214391996017,2,1,4,46,2,2,2,-0.5265075001219541,23679,4,13,3,1,80,1,-0.16451140099023315,2,3,-0.4911735278257753,3,0,3,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,-0.27824207688619557,-0.4365013382085181,-0.5745851006945539,-0.40798005196757964,Paruh Baya
411,1.4318670655440953,0.0,0.33843287020757773,1.827157989468953,3,1,4,95,3,4,3,1.5872301273216654,4161,3,18,3,4,80,1,1.3782749432243935,2,3,0.8150681472604113,11,1,5,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,1.611361700921,1.5869086584062337,0.8752630322497719,1.3267781028863024,Veteran
412,0.008342998196906572,0.0,0.9582084278292404,-0.7641208792270812,3,1,3,87,3,3,4,0.1965573517267227,14506,2,12,3,1,80,0,0.09261965637887129,3,3,-0.32789331844000197,3,1,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.16637057671549751,0.16550564084366148,0.046778384853014277,0.25288019750056595,Paruh Baya
413,-1.4151810691502822,0.0,-0.07805630451417965,-1.0109093429124179,2,1,2,45,2,2,3,-0.4007201382957959,14120,1,12,3,2,80,0,-0.9359045730975464,2,2,-0.4911735278257753,3,1,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.6117015670874655,-0.38642572606872744,-0.3674639388453645,-1.481877957353316,Muda
414,-0.6486681098094882,0.0,1.4763407940009505,-0.14714972001373974,2,1,4,96,4,1,2,-0.9336165968431016,24609,9,18,3,4,80,0,-0.42164245835933756,3,3,-0.6544537372115486,2,0,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-0.6117015670874655,-0.6877675643254915,-0.6781456816191486,-0.24276498960054324,Paruh Baya
415,1.3223652142096962,1.0,0.9458129166768071,0.2230329755142651,3,1,3,43,3,3,4,0.24457752701846555,5860,1,18,3,1,80,2,-0.2930769296747854,3,4,0.32522751910309133,8,7,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.08372404093545485,0.19418069576830513,0.8752630322497719,2.5934269143669146,Senior
416,-0.3201625558062908,0.0,-1.6547653231036896,1.2101868302556114,3,1,3,46,3,2,2,-0.43747894504566986,22534,4,13,3,3,80,2,0.4783162424325279,2,4,0.651787937874638,8,5,10,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.0003591683851373997,-0.40105930867038925,0.15033896577760897,0.9412762906965508,Paruh Baya
417,0.4463504035345031,1.0,0.7425265337769018,-1.0109093429124179,2,1,2,94,3,2,4,-0.10834951351067117,19479,8,11,3,1,80,0,-0.42164245835933756,0,1,-0.16461310905422863,4,0,5,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,-0.38939524028661887,-0.27003376271678153,0.25389954670220366,-1.6746288634481918,Senior
418,-0.3201625558062908,0.0,0.41528503935266387,-0.14714972001373974,2,1,2,96,3,2,3,-0.07669019440239822,7360,3,11,3,4,80,0,-0.16451140099023315,2,3,-0.32789331844000197,1,4,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.27824207688619557,-0.2574302724991653,-0.21212306745847248,0.005057603950011342,Paruh Baya
419,0.22734670086570485,0.0,-0.7374974978236288,-0.8875151110697495,4,1,3,64,3,3,3,0.9423574193108707,6420,0,25,4,4,80,0,1.121143885855289,1,3,1.9580296129608246,6,11,8,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.8332895571180372,0.6108571575936581,1.9626491319580164,0.4180952598676023,Paruh Baya
420,-0.5391662584750891,1.0,0.7995458850780948,0.8400041347276065,1,1,2,72,1,1,1,-0.549030237205692,4681,1,22,4,2,80,0,-0.16451140099023315,5,3,0.48850772848886465,2,6,7,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,-0.5561249853872537,-0.6112161640104399,-0.4710245197699592,-0.16015745841702506,Paruh Baya
421,0.008342998196906572,0.0,0.21447775868324515,-0.02375548817107146,3,1,2,53,3,1,4,-0.8875087294169591,11411,1,12,3,3,80,3,-0.9359045730975464,3,2,-0.4911735278257753,2,1,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,-0.7228547304878887,-0.6785898550059521,-0.1603427769961751,-0.7659460204294918,Paruh Baya
422,-0.7581699611438873,1.0,-1.6473280164122297,1.5803695257836163,3,1,1,48,3,1,3,-0.928729587853234,11539,4,11,3,2,80,0,-0.5502079870438897,2,3,-0.32789331844000197,2,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-0.6394898579375713,-0.686794811724803,-0.21212306745847248,-0.3253725207840614,Paruh Baya
423,1.103361511540898,0.0,0.49213720849775006,-0.6407266473844129,3,1,3,92,2,3,2,0.8138078350121786,19271,8,12,3,3,80,1,2.1496681153317065,4,3,2.4478702411181446,11,14,10,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.5002085375205767,0.534094289321935,1.2895053559481506,1.078955509335748,Senior
424,1.979376322216091,0.0,-0.8688899160394212,-1.0109093429124179,3,1,4,81,3,5,1,2.664921848913346,18938,0,14,3,3,80,0,3.3067578734926766,2,3,4.733793172518971,10,4,13,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,4.306825913381265,3.250442486357574,0.8752630322497719,1.7398157588038934,Veteran
425,0.008342998196906572,0.0,1.04745610812676,0.09963874367159682,2,1,4,80,4,1,4,-0.38733398323659324,15232,3,17,3,1,80,0,-0.9359045730975464,2,3,-0.9810141559830953,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-0.7228547304878887,-0.5790307410050507,-0.7817062625437433,0.25288019750056595,Paruh Baya
426,-0.2106607044718917,0.0,-0.4548798435481506,-1.0109093429124179,3,1,2,85,3,2,3,-0.37947227312245835,18659,9,11,3,3,80,0,0.4783162424325279,2,3,0.651787937874638,9,6,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,-0.0003591683851373997,-0.3779670078018709,0.7199221608628799,0.08766513513352954,Paruh Baya
427,0.9938596602064987,0.0,-0.4077769011689042,-1.0109093429124179,3,1,3,40,2,3,1,0.8860505766015262,3142,2,13,3,3,80,1,1.2497094145398413,5,2,0.48850772848886465,9,9,5,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.9166544296683545,0.5772337524829033,-0.4710245197699592,-0.2703008333283826,Senior
428,-0.8676718124782865,0.0,0.6929444891671688,-0.02375548817107146,4,1,4,43,3,1,3,-0.7498225630937319,25412,9,17,3,3,80,1,-0.2930769296747854,2,3,-0.32789331844000197,3,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.5839132762373596,-0.651183607821337,-0.21212306745847248,-0.40798005196757964,Paruh Baya
429,-0.10115885313749257,0.0,0.2962881322893046,-0.7641208792270812,2,1,1,39,3,1,4,-0.779357095684671,2561,5,22,4,1,80,1,-0.5502079870438897,2,3,-0.9810141559830953,0,0,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,-0.6394898579375713,-0.6570624170168022,-0.7817062625437433,0.17027266631704774,Paruh Baya
430,-1.4151810691502822,0.0,1.1565366062681726,-0.6407266473844129,1,1,1,46,2,1,4,-0.7098765765678573,10778,0,17,3,4,80,0,-0.678773515728442,2,2,-0.32789331844000197,2,3,4,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,-0.6672781487876771,-0.6432324126504918,0.046778384853014277,-1.481877957353316,Muda
431,1.4318670655440953,0.0,1.6399615412130695,-0.8875151110697495,4,1,2,62,3,5,3,2.705717750046154,12853,2,11,3,4,80,1,2.2782336440162587,2,2,0.16194730971731802,1,7,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,3.195294279377032,3.291044334038485,0.25389954670220366,-0.05001408350566745,Veteran
432,-0.5391662584750891,0.0,0.9458129166768071,-1.0109093429124179,3,1,3,70,2,1,2,-0.8862338575065589,3974,6,20,4,3,80,0,-0.8073390444129942,3,3,-0.6544537372115486,0,0,2,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.6950664396377829,-0.6783360934579464,-0.6781456816191486,-0.16015745841702506,Paruh Baya
433,-0.3201625558062908,0.0,-1.6894727543305028,-0.8875151110697495,4,1,3,86,2,1,1,-0.4508651001048725,7530,1,11,3,3,80,0,-0.678773515728442,3,3,-0.16461310905422863,5,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.6672781487876771,-0.5916765248140012,-0.6781456816191486,0.005057603950011342,Paruh Baya
434,-1.1961773664814839,0.0,-0.3730694699420911,-0.270543951856408,3,1,3,100,4,1,1,-0.6214854574467731,23577,0,12,3,4,80,0,-0.42164245835933756,2,3,-0.0013328996684553085,7,0,7,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,-0.6117015670874655,-0.6256382786554302,-0.6263653911568513,-0.6558026455181342,Muda
435,-0.42966440714069,0.0,0.8392115207658811,-1.0109093429124179,3,1,3,42,4,2,1,-0.23944884163016386,3193,2,19,3,1,80,2,-0.16451140099023315,3,3,-0.32789331844000197,3,1,3,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,-0.27824207688619557,-0.32222405442328633,-0.7299259720814459,-0.07754992723350686,Paruh Baya
436,1.2128633628752972,0.0,0.7574011471598217,0.7166099028849382,4,1,3,65,3,1,1,-0.8787971046958908,16530,8,12,3,4,80,1,-0.16451140099023315,3,2,0.16194730971731802,2,7,6,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,-0.5561249853872537,-0.6768558177612466,-0.5745851006945539,-0.16015745841702506,Senior
437,-0.2106607044718917,0.0,0.982999450134107,1.0867925984129432,4,1,3,80,3,2,3,-0.17294302363761732,24594,1,14,3,4,80,2,-0.16451140099023315,2,4,0.48850772848886465,2,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,-0.27824207688619557,-0.29574826624802536,0.5645812894759877,1.0514196656079084,Paruh Baya
